id,from_pms,sikka_sub_task,sikka_sub_task_operation,last_updated,category,health_category,office,name,procedure_code,procedure_code_description,abbreaviation,procedure_code_category,procedure_code_category_id,explosion_code,submit_to_insurance,allow_discount,procedure_code_effect_on_patient_balance,procedure_code_effect_on_provider_production,procedure_code_effect_on_provider_collection,procedure_code_type,notes,patient_friendly_description,link,price,tooth_quad,estimated_cost,insurance_estimate,discount
747,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66243,Repair\RemoveFxd Brdg/ProsthesisImplantSupreplacd-3u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported to be replaced by new prosthesis - Three units (45 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,338,,,,
746,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66242,Repair\RemoveFxd Brdg/ProsthesisImplantSupreplacd-2u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported to be replaced by new prosthesis - Two units (30 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,226,,,,
745,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66241,Repair\RemoveFxd Brdg/ProsthesisImplantSupreplacd-1u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported to be replaced by new prosthesis - One unit of time (15 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,114,,,,
744,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66239,Repair\RemoveFixed Bridge/Prosthesisto be Rinsertd-4+,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported ??to be reinserted - Each additional unit over four (15 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis - Each additional unit over four ,,114,,,,
743,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66234,Repair\RemoveFixed Bridge/Prosthesisto be Rinsertd-4u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported ??to be reinserted - Four units (60 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,450,,,,
742,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66233,Repair\RemoveFixed Bridge/Prosthesisto be Rinsertd-3u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported ??to be reinserted - Three units (45 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,338,,,,
740,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66231,Repair\RemoveFixed Bridge/Prosthesisto be Rinsertd-1u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported ??to be reinserted - One unit of time (15 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,114,,,,
739,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66229,Repair\RemoveFixed Bridge/Prosthesisto be Replaced-4+,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis ??To be replaced by a new prosthesis - Each additional unit over four (15 minutes)",Repairs or Removal of Fixed Bridge/Prosthesis - To be replaced by a new prosthesis - Each additional unit over four,,114,,,,
738,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66224,Repair\RemoveFixed Bridge/Prosthesisto be Replaced-4u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis ??To be replaced by a new prosthesis - Four units (60 minutes)",Repairs or Removal of Fixed Bridge/Prosthesis - To be replaced by a new prosthesis ,,450,,,,
737,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66223,Repair\RemoveFixed Bridge/Prosthesisto be Replaced-3u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis ??To be replaced by a new prosthesis - Three units (45 minutes)",Repairs or Removal of Fixed Bridge/Prosthesis - To be replaced by a new prosthesis ,,338,,,,
736,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66222,Repair\RemoveFixed Bridge/Prosthesisto be Replaced-2u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis ??To be replaced by a new prosthesis - Two units (30 minutes)",Repairs or Removal of Fixed Bridge/Prosthesis - To be replaced by a new prosthesis ,,226,,,,
735,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66221,Repair\RemoveFixed Bridge/Prosthesisto be Replaced-1u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis ??To be replaced by a new prosthesis - One unit of time (15 minutes)",Repairs or Removal of Fixed Bridge/Prosthesis - To be replaced by a new prosthesis ,,114,,,,
734,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66219,Repair\RemoveFixed Bridge/Prosthesisto be Recemntd-4+,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis ??To be recemented - Each additional unit over four (15 minutes)",Repairs or Removal of Fixed Bridge/Prosthesis - Each additional unit over four ,,114,,,,
622,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,39202,Open & Drainage Molars (Separate Emergency Procedure),,Endodontic Services,,,,,,,,,Open and Drain (Separate Emergency Procedures) - Molars,Opening and Draining Tooth,,114,,,,
791,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67231,RetnrPorcelain Ceramc Polymer Glass2Surf Inlay Bonded,,,,,,,,,,,"Retainers, Porcelain Ceramic/Polymer Glass, Two Surface Inlay, Bonded +L",Porcelain Inlay Retainer,,1207,,,,
771,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66741,Repair Fxd Bridge/ProsthesisImplant SuppDirect-1u+E,,,,,,,,,,,"Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - One unit of time (15 minutes) + E","Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - One unit of time (15 minutes)",,104,,,,
769,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66731,Repair Fxd Bridge Fractured Pontic W/Telescoping-1st,,,,,,,,,,,"Repair Fractured Porcelain/Metal Pontic with Telescoping Type Crown (pontic prepared, impression made and processed crown seated over metal) - First pontic + L","Repair Fractured Porcelain/Metal Pontic with Telescoping Type Crown (pontic prepared, impression made and processed crown seated over metal)",,635,,,,
768,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66729,Repair Fxd BridgeBroken SolderJointSolder Indexing-1+,,,,,,,,,,,"Repairs, Solder Indexing to Repair Broken Solder Joint - Each additional unit of time (15 minutes)",Solder Indexing to Repair Broken Solder Joint - Each additional unit of time ,,107,,,,
767,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66721,Repair Fxd BridgeBroken SolderJointSolder Indexing-1u,,,,,,,,,,,"Repairs, Solder Indexing to Repair Broken Solder Joint - One unit of time (15 minutes) + L",Solder Indexing to Repair Broken Solder Joint,,107,,,,
765,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66711,Repair Fxd BridgePorc/Cerm/Glass/AcyDirect-1st Tooth,,,,,,,,,,,"Repairs, Porcelain/Ceramic/Polymer Glass/Acrylic/Composite/Compomer, Direct - First tooth","Repairs, Porcelain/Ceramic/Polymer Glass/Acrylic/Composite/Compomer, Direct - First tooth",,256,,,,
764,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66319,RepairsReinsert/Recement Implant Supported Bridge-4+,,,,,,,,,,,"Repairs, Reinsertion/Recementation Implant Supported Bridge/Prosthesis - Each additional unit over four (15 minutes) + L and/or + E",Reinsertion/Recementation of Implant Supported Bridge - Each additional unit over four,,119,,,,
763,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66314,RepairsReinsert/Recement Implant Supported Bridge-4u,,,,,,,,,,,"Repairs, Reinsertion/Recementation Implant Supported Bridge/Prosthesis - Four units of time (60 minutes) + L and/or + E",Reinsertion/Recementation of Implant Supported Bridge,,475,,,,
762,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66313,RepairsReinsert/Recement Implant Supported Bridge-3u,,,,,,,,,,,"Repairs, Reinsertion/Recementation Implant Supported Bridge/Prosthesis - Three units of time (45 minutes) + L and/or + E",Reinsertion/Recementation of Implant Supported Bridge,,356,,,,
761,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66312,RepairsReinsert/Recement Implant Supported Bridge-2u,,,,,,,,,,,"Repairs, Reinsertion/Recementation Implant Supported Bridge/Prosthesis - Two units of time (30 minutes) + L and/or + E",Reinsertion/Recementation of Implant Supported Bridge,,238,,,,
760,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66311,RepairsReinsert/Recement Implant Supported Bridge-1u,,,,,,,,,,,"Repairs, Reinsertion/Recementation Implant Supported Bridge/Prosthesis - One unit of time (15 minutes) + L and/or + E",Reinsertion/Recementation of Implant Supported Bridge,,119,,,,
759,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66309,Repairs Reinsertion/Recementation - 4+ units,,,,,,,,,,,"Repairs, Reinsertion/Recementation (+L where laboratory charges are incurred during the repair of bridge) - Each additional unit over four (15 minutes)",Reinsertion/Recementation of Bridge  - Each additional unit over four,,107,,,,
758,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66304,Repairs Reinsertion/Recementation - 4 units,,,,,,,,,,,"Repairs, Reinsertion/Recementation (+L where laboratory charges are incurred during the repair of bridge) - Four units (60 minutes) + L",Reinsertion/Recementation of Bridge,,424,,,,
757,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66303,Repairs Reinsertion/Recementation - 3 units,,,,,,,,,,,"Repairs, Reinsertion/Recementation (+L where laboratory charges are incurred during the repair of bridge) - Three units (45 minutes) + L",Reinsertion/Recementation of Bridge,,318,,,,
756,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66302,Repairs Reinsertion/Recementation - 2 units,,,,,,,,,,,"Repairs, Reinsertion/Recementation (+L where laboratory charges are incurred during the repair of bridge) - Two units (30 minutes) + L",Reinsertion/Recementation of Bridge,,212,,,,
755,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66301,Repairs Reinsertion/Recementation - 1 unit,,,,,,,,,,,"Repairs, Reinsertion/Recementation (+L where laboratory charges are incurred during the repair of bridge) - One unit of time (15 minutes) + L",Reinsertion/Recementation of Bridge,,107,,,,
754,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66259,RepairsSectioning of Abutment or Pontic+polish-4+,,,,,,,,,,,"Repairs, Sectioning of an abutment or a pontic plus polishing remaining portion (existing bridge) - Each additional unit over four (15 minutes)",Sectioning of an Abutment or a Pontic plus Polishing Remaining Portion of Existing Bridge - Each additional unit over four,,114,,,,
795,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67305,Retainer Cast Metal Implant Supported +L+E,,,,,,,,,,,"Retainer, Cast Metal, Implant Supported, + L + E",Implant Supported Cast Metal Retainer,,1285,,,,
793,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67251,RetainerPorcelain Ceramic Polymer Glass Onlay Bonded,,,,,,,,,,,"Retainers, Porcelain Ceramic/Polymer Glass, Onlay, Bonded +L",Porcelain Onlay Retainer,,1207,,,,
792,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67241,RetnrPorcelain Ceramc Polymer Glass3Surf Inlay Bonded,,,,,,,,,,,"Retainers, Porcelain Ceramic/Polymer Glass, Three Surface Inlay, Bonded +L",Porcelain Inlay Retainer,,1207,,,,
789,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67218,Semi-Precision or Precision Attachment RPD Retainer+L+E,,,,,,,,,,,"Retainers, Porcelain/Ceramic/Polymer Glass, Fused to Metal Base - Semi-Precision or Precision Attachment, RPD Retainer (in addition to retainer) + L + E","Porcelain/Ceramic/Polymer Glass, Fused to Metal Base - Semi-Precision or Precision Attachment",,458,,,,
788,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67217,Semi-Precision Rest(Interlock)in addition to retnr+L+E,,,,,,,,,,,"Retainers, Porcelain/Ceramic/Polymer Glass, Fused to Metal Base - Semi-Precision Rest (Interlock) (in addition to Retainer) + L + E ","Porcelain/Ceramic/Polymer Glass, Fused to Metal Base - Semi-Precision Rest (Interlock) (in addition to Retainer) ",,458,,,,
787,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67215,RetnrPorc/Cer/Polymer Fused to Metal BaseImplnt Suprt,,,,,,,,,,,"Retainers, Porcelain/Ceramic/Polymer Glass Fused to Metal Base, Implant-supported + L + E",Implant-supported  Porcelain/Ceramic/Polymer Glass Fused to Metal Base Retainer,,1285,,,,
786,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67211,RetainerPorc/Ceramic/Polymer Fused to Metal Base+L,,,,,,,,,,,"Retainers, Porcelain/Ceramic/Polymer Glass Fused to Metal Base + L",Porcelain/Ceramic/Polymer Glass Fused to Metal Base Retainer,,1207,,,,
783,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67155,Retnr Acryl/Compst/CompmrProvsnl Implant Suprtd Indrct,,,,,,,,,,,"Retainers, Acrylic/Composite/Compomer, Prefabricated Metal Base, Provisional, Implant-supported, Indirect +L + E","Implant-supported Acrylic/Composite/Compomer, Prefabricated Metal Base - Indirect Provisional Retainer",,566,,,,
782,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67145,Retnr Acryl/Compst/CompmrProvsnl Implant Suprtd Direct,,,,,,,,,,,"Retainers, Acrylic/Composite/Compomer, Prefabricated Metal Base, Provisional, Implant??upported, Direct + E"," Implant??upported Acrylic/Composite/Compomer, Prefabricated Metal Base - Direct Provisional Retainer",,739,,,,
780,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67137,Semi-Precision Rest(interlock)in addition to retainer+L,,,,,,,,,,,"Retainers, Acrylic, Composite/Compomer, Cast Metal Base Indirect - Semi-precision Rest (Interlock) (in addition to Retainer, Compomer/Composite/Resin/Acrylic, Processed to Metal, Indirect) + L + E","Acrylic, Composite/Compomer, Cast Metal Base Indirect - Semi-precision Rest (Interlock)",,397,,,,
779,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67135,RetainerCompmr/Compst/Acryl to CastMetal IndirctImpln,,,,,,,,,,,"Retainers, Acrylic, Composite/Compomer, Cast Metal Base Indirect - Retainer, Compomer/Composite Resin/Acrylic, Processed To Metal, Indirect, Implanted Supported + L + E"," Implant Supported Acrylic, Composite/Compomer, Cast Metal Base Indirect - Retainer",,792,,,,
778,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67131,RetainerCompomer/Compos/Acryl to Cast Metal Indirct+L,,,,,,,,,,,"Retainers, Acrylic, Composite/Compomer, Cast Metal Base Indirect - Retainer, Compomer/Composite Resin/Acrylic, Processed to Cast Metal, Indirect + L","Acrylic, Composite/Compomer, Cast Metal Base Indirect - Retainer",,792,,,,
777,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67121,Retainer Acryl/Composite/CompomerProvisn'l Direct +L,,,,,,,,,,,"Retainers, Acrylic, Composite/Compomer, Direct (provisional during healing, done at chairside) - Retainers, Acrylic, Composite/Compomer, Direct (provisional during healing, done at chair-side) + E","Acrylic, Composite/Compomer, Direct  - Retainer",,739,,,,
776,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67113,Retainer Acryl/Composite/Compomer Provisn'l Indirect+L,,,,,,,,,,,"Retainers, Acrylic, Composite/Compomer, Indirect - Retainers, Acrylic, Composite/Compomer, Provisional, Indirect (lab fabricated/relined intra orally) + L","Acrylic, Composite/Compomer, Indirect - Retainer Provisional",,739,,,,
775,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67111,Retainer Acrylic/Composite/Compomer Indirect+L,,,,,,,,,,,"Retainers, Acrylic, Composite/Compomer, Indirect - Retainer, Acrylic/Composite/Compomer, Indirect + L","Acrylic, Composite/Compomer, Indirect - Retainer",,739,,,,
774,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66744,Repair Fxd Bridge/ProsthesisImplant SuppDirect-4u+E,,,,,,,,,,,"Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - Four units of time ( 60 minutes) + E ","Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - One unit of time (15 minutes)",,414,,,,
773,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66743,Repair Fxd Bridge/ProsthesisImplant SuppDirect-3u+E,,,,,,,,,,,"Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - Three units of time (45 minutes) + E","Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - One unit of time (15 minutes)",,310,,,,
772,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66742,Repair Fxd Bridge/ProsthesisImplant SuppDirect-2u+E,,,,,,,,,,,"Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - Two units of time (30 minutes) + E","Repairs, Fixed Bridge/Prosthesis, Implant-supported, Direct - One unit of time (15 minutes)",,208,,,,
741,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,66232,Repair\RemoveFixed Bridge/Prosthesisto be Rinsertd-2u,,,,,,,,,,,"Repairs, Removal, Fixed Bridge/Prosthesis, Implant-supported ??to be reinserted - Two units (30 minutes)",Repairs or Removal of Implant Supported Fixed Bridge/Prosthesis,,226,,,,
831,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51721,DentureCompleteOverdentureImplant Supported-Max+L,,,,,,,,,,,"Dentures, Complete, Overdentures, Tissue Borne, Supported by Implants with or without Coping Crowns, no Attachments - Maxillary + L",Upper dentures supported by implants,,1656,,,,
815,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69622,Final Prosthesis denture teeth acrylic Mandibular+ L,,,,,,,,,,,"Final Prosthesis, full arch, denture teeth and acrylic (also known as ??ybrid prosthesis?? with reinforcing framework, implant supported, screw retained - Mandibular  +L",Full Arch Implant Supported Hybrid Prosthesis - Lower Final Prosthesis,,9297,,,,
814,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69621,Final Prosthesis denture teeth and acrylic Maxillary +L,,,,,,,,,,,"Final Prosthesis, full arch, denture teeth and acrylic (also known as ??ybrid prosthesis?? with reinforcing framework, implant supported, screw retained - Maxillary +L",Full Arch Implant Supported Hybrid Prosthesis - Upper Final Prosthesis,,9297,,,,
813,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69612,Provisional Immed. Implant Supported Dent Mandibular +L,,,,,,,,,,,"Provisional, immediate, implant supported, screw retained, polymer base with denture teeth, without a reinforcing framework - Mandibular +L","Provisional, immediate, implant supported, screw retained, polymer base with denture teeth, without a reinforcing framework - Mandibular",,I.C.,,,,
812,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69611,Provisional Immed. Implant Supported Dent Maxillary + L,,,,,,,,,,,"Provisional, immediate, implant supported, screw retained, polymer base with denture teeth, without a reinforcing framework - Maxillary +L","Provisional, immediate, implant supported, screw retained, polymer base with denture teeth, without a reinforcing framework - Maxillary",,I.C.,,,,
811,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69305,Fixed ProstheticsRetentive Pins-5+pin/restoration+L,,,,,,,,,,,"Fixed Prosthetics, Retentive Pins (for retainers in addition to restoration) - Five pins or more/restoration + L",Retentive Pins -  Five pins or more/restoration,,123,,,,
810,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69304,Fixed ProstheticsRetentive Pins-4pin/restoration+L,,,,,,,,,,,"Fixed Prosthetics, Retentive Pins (for retainers in addition to restoration) - Four pins/restoration + L",Retentive Pins,,101,,,,
809,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69303,Fixed ProstheticsRetentive Pins-3pin/restoration+L,,,,,,,,,,,"Fixed Prosthetics, Retentive Pins (for retainers in addition to restoration) - Three pins/restoration + L",Retentive Pins,,75,,,,
808,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69302,Fixed ProstheticsRetentive Pins-2pin/restoration+L,,,,,,,,,,,"Fixed Prosthetics, Retentive Pins (for retainers in addition to restoration) - Two pins/restoration + L",Retentive Pins,,51,,,,
807,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69301,Fixed ProstheticsRetentive Pins-1pin/restoration+L,,,,,,,,,,,"Fixed Prosthetics, Retentive Pins (for retainers in addition to restoration) - One pin/restoration + L",Retentive Pins,,30,,,,
806,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69201,Splinting Extensive/Complicated Restorative Dentistry,,,,,,,,,,,"Splinting, for Extensive or Complicated Restorative Dentistry (per tooth) + L",Splinting,,I.C.,,,,
805,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,69101,Fixed ProsthesisPorcelainto replace Alveolar Process+,,,,,,,,,,,"Fixed Prosthesis, Porcelain, to Replace a Substantial Portion of the Alveolar Process (in addition to retainer and pontics) + L","Fixed Prosthesis, Porcelain, to Replace a Substantial Portion of the Alveolar Process (in addition to retainer and pontics)",,204,,,,
804,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67502,Telescoping Crown Unit +L,,,,,,,,,,,Telescoping Crown Unit + L,Telescoping Crown,,I.C.,,,,
803,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67501,Abutment Prep Under Existing Partial Denture Clasp+L,,,,,,,,,,,"Retainer Made to an Existing Partial Denture Clasp, in addition to retainer codes + L",Retainer Made to an Existing Partial Denture Clasp,,344,,,,
802,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67415,RetainerMetalPrefab/Custom Cast Implant Supported+L+E,,,,,,,,,,,"Retainer, Metal, Prefabricated or Custom Cast, Implant-supported, with or without Mesostructure with no Occlusal Component Retainer (see 62105 for Retentive Bar) +L + E","Retainer, Metal, Prefabricated or Custom Cast, Implant-supported, with or without Mesostructure with no Occlusal Component Retainer",,I.C.,,,,
801,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67341,RetainerCast Metal OnlayBonded to Abutment Tooth+L,,,,,,,,,,,"Retainers, Cast Metal, Onlay (bonded external retention/partial coverage ??e.g., Maryland Bridge) - Retainer, Cast Metal, Onlay, with or without perforations, Bonded to Abutment Tooth + L","Cast Metal, Onlay (bonded external retention/partial coverage ??e.g., Maryland Bridge)",,540,,,,
800,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67331,RetainerCast Metal Onlay +L,,,,,,,,,,,"Retainers, Cast Metal, Onlay (internal retention type) - Retainer, Cast Metal, Onlay + L","Cast Metal, Onlay (internal retention type) - Retainer",,1029,,,,
799,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67322,RetainerCast Metal InlayThree or more Surfaces+L,,,,,,,,,,,"Retainers, Metal, Inlay (used with broken stress technique) - Retainer, Cast Metal Inlay, Three or More Surfaces + L", Cast Metal Inlay Retainer,,915,,,,
798,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67321,RetainerCast Metal InlayTwo Surfaces+L,,,,,,,,,,,"Retainers, Metal, Inlay (used with broken stress technique) - Retainer, Cast Metal Inlay, Two Surfaces + L", Cast Metal Inlay Retainer,,915,,,,
797,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67308,Semi-Precision or Precision Attachment RPD Retnr,,,,,,,,,,,"Retainers, Cast Metal - Semi-Precision or Precision Attachment, RPD Retainer (in addition to retainer) + L + E",Cast Metal - Semi-Precision or Precision Attachment,,458,,,,
796,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS FIXED,21-Dentalhouse - Woodbridge Dental,,67307,Semi-Precision Rest(interlock)in addition to retnr+L+E,,,,,,,,,,,"Retainers, Cast Metal - Semi-precision Rest (interlock) in addition to retainer) + L + E",Cast Metal - Semi-precision Rest (interlock) in addition to retainer,,458,,,,
821,TRUE,SikkaTaskLog object (918),update,,,PROSTHODONTICS REMOVABLE,21-Dentalhouse - Woodbridge Dental,,51102,Denture Complete Standard - Mandibular +L,,,,,,,,,,,"Dentures, Complete, Standard - Mandibular + L",Complete lower dentures with standard materials,,1419,,,,
